λ,Lq,s,μ,ρ,Wq
7.781300068,0.986000001,10,12.6397,0.0616,0
17.56749916,2.83859992,10,22.4174,0.0784,0
16.30719948,6.625699997,3,18.4791,0.2942,0.0027
8.438500404,14.73840046,9,8.9767,0.1044,0
16.38960075,4.007100105,8,19.7789,0.1036,0
8.372900009,3.719799995,3,10.2174,0.2732,0.0042
8.535300255,17.7798996,4,8.991,0.2373,0.0016
5.306799889,4.129899979,8,6.3763,0.104,0
19.54310036,9.566399574,4,21.408,0.2282,0.0006
14.8039999,3.069400072,6,18.6355,0.1324,0
1.863000035,15.77400017,2,1.9744,0.4718,0.1614
10.29069996,0.705600023,8,18.4328,0.0698,0
3.706099987,10.40789986,8,4.0333,0.1149,0
10.03989983,15.58460045,1,10.6474,0.9429,1.5523
1.90320003,12.88339996,3,2.041,0.3108,0.028
16.90539932,14.94400024,2,17.9697,0.4704,0.0176
5.514900208,0.838400006,8,9.3816,0.0735,0
19.80669975,10.02519989,6,21.6169,0.1527,0.0001
12.1906004,7.945899963,8,13.569,0.1123,0
18.96299934,16.38599968,7,20.0571,0.1351,0
7.277699947,6.726900101,3,8.2339,0.2946,0.0061
17.87750053,19.21339989,9,18.764,0.1059,0
5.681499958,16.3621006,10,6.0098,0.0945,0
1.072199941,3.635299921,2,1.313,0.4083,0.1757
3.474299908,15.50510025,5,3.6855,0.1885,0.0011
11.57190037,10.03390026,2,12.6287,0.4582,0.0236
10.25459957,0.094700001,8,38.8424,0.033,0
5.138800144,14.35770035,8,5.4747,0.1173,0
10.25669956,6.167200089,6,11.713,0.1459,0.0001
13.25669956,13.43410015,4,14.1793,0.2337,0.001
4.210000038,17.6692009,4,4.4361,0.2373,0.0033
6.865499973,15.28190041,10,7.2887,0.0942,0
17.94849968,19.26980019,3,18.836,0.3176,0.0032
11.84549999,14.42370033,7,12.6166,0.1341,0
1.769999981,14.17339993,9,1.8871,0.1042,0
1.251799941,12.19880009,3,1.3472,0.3097,0.0421
19.54540062,6.93200016,2,22.0453,0.4433,0.0125
1.298699975,2.075000048,7,1.7604,0.1054,0.0001
5.578499794,11.2578001,9,6.0364,0.1027,0
12.0941,19.96190071,4,12.6723,0.2386,0.0012
1.214900017,2.835500002,5,1.5506,0.1567,0.0016
9.123700142,19.52280045,8,9.5693,0.1192,0
16.20149994,17.13509941,6,17.0975,0.1579,0.0001
6.485599995,12.48729992,8,6.969,0.1163,0
8.796199799,12.22439957,4,9.4649,0.2323,0.0015
10.87460041,13.96420002,6,11.6044,0.1562,0.0001
3.626899958,16.58099937,8,3.8338,0.1183,0
18.31649971,12.75349998,1,19.6549,0.9319,0.6963
5.300799847,1.905300021,8,7.3165,0.0906,0
15.65260029,6.659200191,1,17.728,0.8829,0.4254
11.76420021,0.933099985,2,19.4068,0.3031,0.0066
5.773799896,2.801500082,9,7.3851,0.0869,0
13.41149998,10.24750042,10,14.6127,0.0918,0
18.60549927,2.929899931,2,23.6097,0.394,0.0091
15.94499969,18.09189987,8,16.7824,0.1188,0
12.84140015,13.73480034,2,13.7167,0.4681,0.0228
10.98349953,17.18239975,6,11.5893,0.158,0.0001
10.42819977,2.161099911,5,14.0179,0.1488,0.0002
8.422699928,2.520299911,4,10.9851,0.1917,0.0008
7.800000191,15.71949959,9,8.2681,0.1048,0
16.54360008,14.20440006,8,17.6361,0.1173,0
5.862500191,7.800000191,2,6.5366,0.4484,0.0434
7.872600079,5.243700027,7,9.1626,0.1227,0
6.727300167,7.984000206,9,7.4846,0.0999,0
3.790499926,14.36999989,4,4.0381,0.2347,0.0035
15.1967001,17.35650063,5,16.0269,0.1896,0.0003
11.89190006,3.849999905,3,14.4363,0.2746,0.003
6.997799873,8.819299698,8,7.7173,0.1133,0
6.094799995,2.298300028,8,8.0921,0.0941,0
15.76650047,12.40289974,2,16.949,0.4651,0.0182
6.499599934,12.48950005,10,6.9839,0.0931,0
15.78279972,5.579100132,9,18.2317,0.0962,0
11.9989996,4.171000004,9,14.3967,0.0926,0
18.45420074,8.573800087,5,20.4012,0.1809,0.0002
13.63669968,11.87520027,4,14.7018,0.2319,0.0009
2.550699949,4.679200172,3,3.0123,0.2823,0.0153
12.7173996,17.7322998,4,13.3981,0.2373,0.0011
1.188899994,5.566500187,6,1.3737,0.1442,0.0007
5.66590023,19.28240013,5,5.9459,0.1906,0.0007
3.566499949,1.598199964,8,5.1207,0.0871,0
11.63640022,2.288700104,7,15.4626,0.1075,0
13.4467001,17.14080048,9,14.1901,0.1053,0
9.871899605,18.54910088,8,10.3781,0.1189,0
17.39229965,10.87720013,1,18.8663,0.9219,0.6254
14.81389999,8.709500313,6,16.3546,0.151,0.0001
14.75059986,1.118999958,8,23.1499,0.0796,0
3.961299896,10.07559967,4,4.3217,0.2292,0.0031
14.38700008,16.1196003,9,15.2301,0.105,0
2.480000019,9.426199913,7,2.7199,0.1303,0.0001
17.17029953,9.385899544,10,18.8377,0.0911,0
1.562399983,0.824800014,10,2.6706,0.0585,0
3.206399918,19.99139977,7,3.3595,0.1363,0.0001
14.53660011,8.432999611,1,16.0936,0.9033,0.5801
18.8227005,17.8885994,6,19.8219,0.1583,0.0001
4.725599766,14.32219982,7,5.0353,0.1341,0.0001
2.302900076,14.22119999,4,2.4548,0.2345,0.0058
8.057299614,11.28649998,3,8.7171,0.3081,0.0064
13.37119961,16.63699913,1,14.1317,0.9462,1.2442
13.42300034,0.655499995,3,24.5976,0.1819,0.0007
11.42630005,9.600000381,4,12.5132,0.2283,0.0011
18.78770065,15.10599995,1,19.9585,0.9413,0.804
18.52630043,19.70339966,9,19.4231,0.106,0
16.04870033,6.475200176,2,18.2306,0.4402,0.0149
2.122900009,5.981400013,10,2.4326,0.0873,0
18.64539909,18.57290077,2,19.6004,0.4756,0.0166
9.545399666,15.22239971,9,10.1359,0.1046,0
17.91860008,4.99420023,2,20.9826,0.427,0.0121
3.235800028,2.281199932,8,4.3026,0.094,0
1.219699979,11.93159962,7,1.3145,0.1325,0.0003
4.732600212,15.39140034,3,5.0223,0.3141,0.0116
12.77040005,5.987800121,6,14.6318,0.1455,0.0001
15.40530014,6.478000164,5,17.4989,0.1761,0.0002
10.27180004,6.988500118,7,11.576,0.1268,0
17.93899918,6.470099926,8,20.3796,0.11,0
11.2638998,5.794099808,8,12.9543,0.1087,0
1.568500042,5.612999916,3,1.8106,0.2888,0.0267
16.23489952,7.11289978,10,18.2638,0.0889,0
11.06260014,18.78079987,6,11.6232,0.1586,0.0001
12.48060036,17.3132,9,13.164,0.1053,0
10.45899963,15.7894001,9,11.0841,0.1048,0
1.71389997,17.23629951,5,1.8082,0.1896,0.0023
17.54820061,16.70829964,8,18.5422,0.1183,0
13.42389965,0.0083,4,154.2112,0.0218,0
15.10779953,12.17350006,2,16.2608,0.4645,0.0189
8.985600471,13.85299969,1,9.5932,0.9367,1.5417
18.88739967,8.699799538,3,20.8537,0.3019,0.0026
18.51910019,9.904500008,8,20.2307,0.1144,0
17.34250069,18.99360085,7,18.212,0.136,0
16.49880028,15.01949978,3,17.5325,0.3137,0.0033
11.1189003,17.26510048,6,11.7294,0.158,0.0001
11.11330032,9.589900017,7,12.1714,0.1304,0
19.28750038,19.54089928,8,20.2286,0.1192,0
5.374199867,10.35509968,9,5.8509,0.1021,0
14.3281002,8.976499557,9,15.7776,0.1009,0
19.97570038,18.21479988,2,21.018,0.4752,0.0154
13.86429977,6.168799877,3,15.8324,0.2919,0.0031
6.904099941,11.04129982,2,7.4812,0.4614,0.0404
6.147399902,4.468699932,9,7.3051,0.0935,0
14.79710007,1.4921,10,21.5929,0.0685,0
13.29109955,10.29329967,2,14.4766,0.4591,0.0207
17.0529995,19.82229996,10,17.8738,0.0954,0
7.25579977,8.438899994,5,8.0325,0.1807,0.0004
10.69029999,1.697199941,4,15.1383,0.1765,0.0005
1.582999945,12.39299965,5,1.7018,0.186,0.0023
5.957099915,1.004699945,5,9.6263,0.1238,0.0001
14.87959957,19.64710045,4,15.6019,0.2384,0.0009
1.690099955,7.667900085,10,1.8875,0.0895,0
1.05219996,12.00889969,1,1.1335,0.9282,11.4131
3.424400091,10.45769978,5,3.7254,0.1838,0.001
12.29160023,0.915300012,3,20.3878,0.201,0.0011
8.252799988,4.804800034,9,9.7123,0.0944,0
5.807400227,17.74449921,4,6.1181,0.2373,0.0024
13.43500042,5.612800121,1,15.5086,0.8663,0.4178
16.31170082,9.128399849,9,17.9367,0.101,0
10.75699997,5.070600033,6,12.5722,0.1426,0.0001
10.25440025,17.26569939,1,10.8174,0.948,1.6837
4.640699863,15.46440029,8,4.9235,0.1178,0
10.80659962,5.233699799,9,12.5803,0.0954,0
16.00300026,16.99080086,6,16.8951,0.1579,0.0001
18.5958004,7.301199913,5,20.8657,0.1782,0.0002
14.86520004,10.56890011,6,16.1591,0.1533,0.0001
13.1899004,4.24090004,1,15.7882,0.8354,0.3215
9.712800026,15.65320015,1,10.298,0.9432,1.6116
16.33130074,3.641900063,5,19.9941,0.1634,0.0001
8.604200363,13.04559994,7,9.2197,0.1333,0
7.921899796,5.222300053,7,9.2246,0.1227,0
4.030600071,12.70829964,4,4.3261,0.2329,0.0032
17.75709915,11.14140034,7,19.2289,0.1319,0
19.52519989,6.576000214,1,22.1433,0.8818,0.3368
13.01010036,1.312600017,7,19.592,0.0949,0
9.022299767,6.368800163,1,10.2672,0.8788,0.7059
18.46649933,13.71570015,2,19.7269,0.4681,0.0159
7.967400074,6.404399872,2,9.0613,0.4396,0.0299
13.5085001,9.709199905,7,14.7801,0.1306,0
4.175700188,11.41040039,6,4.5142,0.1542,0.0003
4.849599838,4.343200207,6,5.7856,0.1397,0.0002
3.442100048,9.337300301,10,3.778,0.0911,0
9.018400192,1.671700001,4,12.8149,0.1759,0.0006
4.900400162,9.170700073,9,5.3865,0.1011,0
1.593500018,15.06499958,6,1.6931,0.1569,0.0007
19.13249969,3.743900061,1,23.3244,0.8203,0.1957
4.187699795,12.5223999,1,4.499,0.9308,2.9903
15.02789974,17.55019951,9,15.8403,0.1054,0
5.182099819,6.984700203,4,5.8404,0.2218,0.0021
4.393400192,19.55579948,1,4.6076,0.9535,4.4512
18.21109962,11.64620018,8,19.6596,0.1158,0
17.3118,1.011800051,2,27.9206,0.31,0.0048
12.39610004,0.268099993,5,30.928,0.0802,0
6.25180006,18.26720047,6,6.5771,0.1584,0.0002
18.33029938,12.49030018,10,19.6961,0.0931,0
1.927299976,0.580900013,3,3.6698,0.1751,0.0046
10.81309986,4.143899918,1,12.9859,0.8327,0.3832
7.906400204,2.934700012,8,10.0301,0.0985,0
5.33409977,2.564399958,10,6.9342,0.0769,0
13.9715004,3.845400095,7,16.9639,0.1177,0
7.307700157,6.903100014,5,8.2459,0.1772,0.0004
14.22780037,8.177499771,8,15.795,0.1126,0
4.057700157,13.44079971,10,4.34,0.0935,0
10.96350002,14.95559978,8,11.6532,0.1176,0
18.55120087,5.899199963,2,21.2912,0.4357,0.0125
4.258500099,10.17720032,8,4.6423,0.1147,0
15.8835001,10.75419998,3,17.2439,0.307,0.0032
5.344200134,4.624499798,7,6.3212,0.1208,0
4.512000084,17.54809952,4,4.7559,0.2372,0.0031
16.71279907,16.67790031,1,17.6611,0.9463,0.9979
9.240699768,4.202000141,5,11.0755,0.1669,0.0003
16.97649956,0.127499998,5,56.7837,0.0598,0
10.95499992,7.328499794,10,12.2877,0.0892,0
7.477000237,16.98629951,6,7.8939,0.1579,0.0002
5.105500221,17.54400063,3,5.3816,0.3162,0.011
6.644899845,15.30239964,1,7.054,0.942,2.3029
7.942500114,19.78129959,3,8.3255,0.318,0.0072
11.10910034,11.9715004,3,11.9703,0.3094,0.0047
10.5007,18.60219955,3,11.0377,0.3171,0.0054
18.55599976,0.549600005,1,35.9722,0.5158,0.0296
13.33320045,8.510000229,6,14.7495,0.1507,0.0001
17.33909988,4.065100193,5,20.881,0.1661,0.0001
8.996100426,9.261699677,5,9.8805,0.1821,0.0004
18.8383007,12.83199978,10,20.2069,0.0932,0
7.282899857,6.180699825,5,8.315,0.1752,0.0004
18.56900024,7.261400223,6,20.8468,0.1485,0.0001
8.208499908,15.46949959,9,8.7087,0.1047,0
19.04199982,5.675000191,10,21.9525,0.0867,0
17.74419975,14.52180004,1,18.8919,0.9393,0.8184
19.37240028,17.11689949,10,20.4448,0.0948,0
11.30150032,17.23550034,1,11.923,0.9479,1.5251
9.639300346,19.16650009,1,10.1184,0.9526,1.9884
15.9666996,14.32450008,1,17.0128,0.9385,0.8971
7.994999886,0.750800014,1,14.0531,0.5689,0.0939
7.4854002,18.63190079,2,7.8676,0.4757,0.0413
7.524300098,9.956899643,7,8.2163,0.1308,0
1.996700048,15.44209957,4,2.1186,0.2356,0.0068
3.854099989,6.84469986,1,4.3527,0.8855,1.776
19.5177002,17.7935009,9,20.559,0.1055,0
8.512800217,1.25909996,6,12.9554,0.1095,0
14.17759991,6.790800095,8,16.0247,0.1106,0
10.03929996,15.64280033,5,10.6446,0.1886,0.0004
18.20240021,16.91760063,4,19.2213,0.2367,0.0008
15.8427,12.84850025,7,16.9923,0.1332,0
5.649400234,6.348999977,2,6.4311,0.4392,0.0421
3.81159997,8.951700211,8,4.1982,0.1135,0
7.890799999,12.2638998,1,8.4889,0.9295,1.5542
11.6736002,11.06289959,4,12.6475,0.2307,0.0011
5.849100113,11.15769958,6,6.3332,0.1539,0.0002
3.104300022,0.140499994,1,9.9782,0.3111,0.0453
16.98069954,4.154699802,10,20.3852,0.0833,0
4.586999893,18.80279922,2,4.8192,0.4759,0.0675
16.01059914,7.320499897,1,17.9603,0.8914,0.4572
19.02219963,4.140900135,10,22.8469,0.0833,0
12.41689968,6.974699974,7,13.9963,0.1267,0
1.086500049,5.531000137,8,1.2564,0.1081,0.0001
18.66480064,0.0034,7,329.5671,0.0081,0
8.342300415,7.447000027,2,9.3426,0.4465,0.03
4.19119978,19.17130089,7,4.3995,0.1361,0.0001
15.09720039,17.27300072,10,15.9258,0.0948,0
6.139200211,3.434900045,10,7.5857,0.0809,0
16.01320076,18.1154995,8,16.8531,0.1188,0
16.84219933,13.25419998,3,18.0292,0.3114,0.0032
1.466300011,6.616600037,2,1.6618,0.4412,0.1644
9.058300018,10.90600014,5,9.8241,0.1844,0.0004
13.65569973,15.76550007,10,14.473,0.0944,0
3.955199957,5.795700073,9,4.5486,0.0966,0
17.46299934,2.712100029,1,22.4677,0.7773,0.1553
10.84360027,4.770199776,3,12.7734,0.283,0.0036
4.062099934,1.578699946,7,5.8491,0.0992,0
9.662599564,7.430399895,5,10.8235,0.1785,0.0003
4.277999878,1.272600055,1,6.4929,0.6589,0.2975
14.21329975,6.443600178,6,16.1541,0.1466,0.0001
11.69680023,8.299099922,8,12.968,0.1127,0
7.143599987,12.85579967,3,7.6617,0.3108,0.0075
5.524300098,14.57339954,9,5.8804,0.1044,0
12.68249989,6.404600143,6,14.4237,0.1465,0.0001
16.19610023,10.23349953,5,17.6485,0.1835,0.0002
3.124300003,10.83150005,5,3.3901,0.1843,0.0011
5.736400127,1.452399969,1,8.4255,0.6808,0.2532
19.06329918,14.1942997,7,20.3231,0.134,0
18.86800003,13.25090027,9,20.1981,0.1038,0
9.377699852,14.17980003,2,9.998,0.469,0.0314
15.87100029,17.30999947,7,16.7403,0.1354,0
17.96450043,8.416199684,7,19.8922,0.129,0
14.19250011,4.783100128,1,16.7123,0.8492,0.337
14.22350025,9.785499573,1,15.5528,0.9145,0.688
6.806300163,4.109000206,2,8.1839,0.4158,0.0293
13.29179955,6.736299992,1,15.0361,0.884,0.5068
18.32159996,3.824100018,9,22.2643,0.0914,0
11.02840042,8.5958004,3,12.1892,0.3016,0.0044
13.84280014,0.374900013,8,30.5654,0.0566,0
18.74810028,15.88309956,8,19.8623,0.118,0
2.578799963,10.93060017,3,2.7964,0.3074,0.0199
7.706099987,15.62059975,3,8.1713,0.3144,0.0072
13.20250034,11.19550037,2,14.2919,0.4619,0.0212
10.33259964,1.647600055,8,14.7313,0.0877,0
16.9598999,18.22170067,6,17.8445,0.1584,0.0001
17.21689987,19.9321003,6,18.0412,0.1591,0.0001
7.529600143,18.22130013,10,7.9223,0.095,0
11.84189987,18.88339996,3,12.4389,0.3173,0.0048
9.632300377,19.3791008,10,10.106,0.0953,0
10.06830025,4.664999962,10,11.8951,0.0846,0
16.38999939,9.665100098,8,17.9393,0.1142,0
9.369199753,1.506500006,4,13.6408,0.1717,0.0005
7.435400009,19.64690018,8,7.7963,0.1192,0
18.81430054,17.01659966,5,19.8616,0.1895,0.0002
9.771400452,10.30230045,2,10.6423,0.4591,0.0281
17.80459976,12.49540043,10,19.1307,0.0931,0
11.38029957,5.831699848,10,13.0784,0.087,0
14.55609989,18.24670029,3,15.3143,0.3168,0.0039
12.58349991,11.4708004,10,13.5986,0.0925,0
14.33510017,13.89099979,10,15.3019,0.0937,0
6.150300026,16.30279922,6,6.5069,0.1575,0.0002
11.44169998,13.67749977,7,12.2247,0.1337,0
19.15780067,1.07099998,1,30.4223,0.6297,0.0559
4.944699764,16.79700089,3,5.2234,0.3155,0.0113
7.600200176,10.99160004,3,8.2381,0.3075,0.0068
19.16580009,2.693900108,1,24.6888,0.7763,0.1406
2.747800112,13.56579971,10,2.9373,0.0935,0
14.91399956,11.37930012,6,16.1261,0.1541,0.0001
15.25689983,1.392500043,10,22.6403,0.0674,0
14.4701004,8.743000031,1,15.9697,0.9061,0.6042
1.028800011,19.98069954,6,1.0779,0.1591,0.0012
3.320800066,16.86639977,7,3.5072,0.1353,0.0001
2.819299936,0.561999977,3,5.4259,0.1732,0.003
7.643199921,9.334699631,3,8.3892,0.3037,0.0065
11.59790039,17.90329933,8,12.2131,0.1187,0
5.539500237,11.54940033,8,5.9835,0.1157,0
3.657700062,13.11919975,10,3.918,0.0934,0
14.02070045,6.041200161,5,16.0483,0.1747,0.0002
1.47420001,1.484300017,5,2.154,0.1369,0.0008
9.741499901,2.781800032,5,12.4759,0.1562,0.0002
6.314899921,5.245800018,7,7.3493,0.1228,0
6.484700203,14.49720001,3,6.9048,0.3131,0.0084
11.59860039,11.43640041,3,12.5369,0.3084,0.0045
4.395100117,16.97960091,5,4.6403,0.1894,0.0009
2.005000114,14.68599987,1,2.1333,0.9399,7.3247
19.96450043,14.40009975,10,21.2661,0.0939,0
14.33390045,5.034999847,5,16.7676,0.171,0.0002
6.765500069,9.621299744,6,7.4077,0.1522,0.0002
13.11439991,0.746299982,10,23.0935,0.0568,0
8.936200142,19.50959969,8,9.3729,0.1192,0
17.9647007,6.118100166,2,20.5337,0.4374,0.0131
15.41450024,15.24790001,5,16.3666,0.1884,0.0002
7.701099873,14.29599953,1,8.2066,0.9384,1.8564
8.922699928,7.647999763,5,9.9671,0.179,0.0004
19.19759941,15.08600044,5,20.3954,0.1883,0.0002
19.70120049,17.46290016,2,20.7713,0.4742,0.0155
3.995100021,7.766600132,2,4.4563,0.4483,0.0636
12.99380016,10.69989967,7,14.112,0.1315,0
12.66100025,18.90159988,9,13.2987,0.1058,0
9.281299591,18.93250084,9,9.7481,0.1058,0
3.898400068,5.152299881,9,4.5471,0.0953,0
19.2663002,4.612800121,2,22.7963,0.4226,0.0109
19.40530014,1.090299964,3,30.6674,0.2109,0.0008
2.60739994,11.38490009,4,2.8192,0.2312,0.0049
2.484499931,12.00979996,2,2.6765,0.4641,0.1146
2.403599977,19.39640045,4,2.5217,0.2383,0.0059
1.402500033,11.74009991,7,1.5132,0.1324,0.0003
18.42900085,5.611400127,10,21.274,0.0866,0
16.49909973,5.458199978,10,19.109,0.0863,0
18.11639977,9.122900009,8,19.9222,0.1137,0
4.046700001,17.50119972,8,4.266,0.1186,0
9.292499542,1.465399981,3,13.6192,0.2274,0.0021
17.85969925,4.178999901,8,21.4226,0.1042,0
3.661799908,1.927099943,1,5.0419,0.7263,0.5263
13.65390015,11.5866003,3,14.7451,0.3087,0.0038
4.041200161,17.86289978,2,4.256,0.4748,0.076
19.15570068,18.41650009,2,20.1448,0.4755,0.0161
15.34420013,10.00629997,8,16.749,0.1145,0
4.961800098,3.771699905,3,6.0421,0.2737,0.0071
3.31520009,2.782399893,7,4.2456,0.1116,0.0001
7.148300171,19.97739983,3,7.4898,0.3181,0.008
10.01439953,19.62010002,7,10.5012,0.1362,0
7.630099773,10.39430046,7,8.3045,0.1313,0
8.051600456,3.264899969,5,10.0311,0.1605,0.0003
9.270500183,12.23069954,10,9.9749,0.0929,0
6.570600033,1.090999961,10,10.3821,0.0633,0
1.740300059,4.354899883,4,2.0754,0.2096,0.0052
9.984100342,15.41409969,7,10.5945,0.1346,0
8.127400398,0.108000003,10,29.1262,0.0279,0
19.45759964,18.80369949,3,20.4425,0.3173,0.0029
3.295900106,5.116300106,10,3.8477,0.0857,0
1.143700004,14.39579964,3,1.2183,0.3129,0.0476
7.995800018,0.103600003,10,29.1593,0.0274,0
11.16689968,1.205299973,8,17.1867,0.0812,0
16.72220039,8.703900337,5,18.4623,0.1811,0.0002
2.357800007,4.438600063,5,2.8044,0.1681,0.0011
6.324500084,10.27400017,7,6.8896,0.1311,0.0001
15.73729992,10.80580044,6,17.0792,0.1536,0.0001
6.36619997,17.70569992,5,6.7075,0.1898,0.0006
15.75109959,8.833499908,5,17.3682,0.1814,0.0002
3.233999968,0.238499999,3,8.4337,0.1278,0.0011
15.25409985,14.17730045,5,16.2633,0.1876,0.0002
19.99720001,11.27200031,9,21.6368,0.1027,0
15.24489975,19.9340992,10,15.9747,0.0954,0
11.01690006,1.178599954,9,17.055,0.0718,0
6.349699974,11.95460033,8,6.8426,0.116,0
8.30589962,15.11569977,4,8.8232,0.2353,0.0016
13.05739975,9.156299591,6,14.3546,0.1516,0.0001
6.637499809,15.83850002,10,7.033,0.0944,0
9.703300476,8.835100174,10,10.6993,0.0907,0
5.405099869,11.51220036,9,5.8397,0.1028,0
12.20390034,16.97859955,5,12.8847,0.1894,0.0003
17.23189926,8.524800301,9,19.0595,0.1005,0
3.540999889,3.578299999,7,4.3471,0.1164,0.0001
5.329699993,9.29940033,10,5.8517,0.0911,0
15.99619961,2.942100048,7,20.2839,0.1127,0
15.60840034,15.10669994,6,16.581,0.1569,0.0001
9.13560009,19.00670052,8,9.5933,0.119,0
9.536000252,13.87769985,2,10.1797,0.4684,0.0308
18.54339981,15.65040016,2,19.6609,0.4716,0.0162
5.747000217,13.01580048,4,6.159,0.2333,0.0023
5.307099819,12.00500011,1,5.7174,0.9282,2.2621
17.40250015,17.2098999,3,18.3609,0.3159,0.0032
14.25119972,2.769299984,6,18.2662,0.13,0
13.29930019,11.24629974,2,14.3921,0.462,0.0211
13.92210007,3.520499945,4,17.1351,0.2031,0.0006
16.72949982,7.821499825,9,18.6483,0.0997,0
7.322100163,1.027400017,9,11.7596,0.0692,0
19.08930016,0.354699999,7,42.9879,0.0634,0
14.39420033,8.562800407,10,15.9146,0.0904,0
12.23919964,0.800300002,8,21.1072,0.0725,0
2.255800009,6.215799809,7,2.5739,0.1252,0.0001
6.612500191,2.460299969,2,8.6638,0.3816,0.0231
10.18379974,6.204400063,5,11.6221,0.1752,0.0003
16.07550049,7.796800137,8,17.9246,0.1121,0
13.34860039,3.187900066,10,16.6963,0.0799,0
9.536399841,1.244600058,3,14.5562,0.2184,0.0018
19.29840088,9.579799652,7,21.1376,0.1304,0
19.30450058,7.023799896,7,21.7445,0.1268,0
17.19370079,15.85980034,6,18.2169,0.1573,0.0001
7.200300217,11.95189953,4,7.7593,0.232,0.0018
7.791999817,15.88650036,3,8.255,0.3146,0.0071
1.413900018,13.25669956,2,1.5135,0.4671,0.2056
19.1814003,17.20999908,1,20.2378,0.9478,0.8972
10.11540031,11.38869953,7,10.9369,0.1321,0
13.26570034,16.38419914,3,14.0312,0.3151,0.0042
15.81340027,7.833399773,9,17.6247,0.0997,0
5.99849987,19.27949905,5,6.295,0.1906,0.0007
12.46490002,7.924200058,4,13.8778,0.2245,0.0009
2.367599964,6.395100117,4,2.6931,0.2198,0.0045
9.334600449,8.654299736,7,10.3111,0.1293,0
12.12909985,3.171799898,9,15.1838,0.0888,0
1.603800058,11.48999977,8,1.733,0.1157,0.0001
13.29230022,15.30410004,4,14.1105,0.2355,0.001
2.730700016,0.182400003,8,7.9033,0.0432,0
15.35379982,9.052900314,2,16.8951,0.4544,0.0173
5.558899879,3.580300093,1,6.8237,0.8146,0.6441
13.28170013,16.55830002,1,14.0405,0.946,1.2467
5.177199841,3.442899942,2,6.3946,0.4048,0.0354
3.250299931,6.151400089,5,3.7129,0.1751,0.0009
7.528999805,7.251699924,8,8.4537,0.1113,0
3.124300003,17.66749954,7,3.2921,0.1356,0.0001
4.771299839,6.023799896,3,5.4631,0.2911,0.009
1.693199992,2.75819993,1,2.1718,0.7796,1.629
12.38449955,17.12339973,7,13.0698,0.1354,0
7.655499935,10.20409966,7,8.3438,0.1311,0
16.03179932,12.07540035,3,17.2646,0.3095,0.0033
8.353699684,16.2269001,7,8.8402,0.135,0
18.16810036,9.376999855,7,19.934,0.1302,0
9.257699966,19.80270004,7,9.7037,0.1363,0
13.39990044,12.31070042,8,14.4119,0.1162,0
2.200200081,2.973599911,10,2.7848,0.079,0
6.594099998,11.75660038,9,7.114,0.103,0
14.36009979,16.16069984,1,15.1996,0.9448,1.1254
16.73810005,14.00500011,1,17.8583,0.9373,0.8367
9.997699738,8.476599693,2,11.0635,0.4518,0.0261
9.548700333,13.56890011,9,10.207,0.1039,0
5.938700199,3.037699938,3,7.489,0.2643,0.0053
5.831399918,10.99629974,1,6.3207,0.9226,1.8857
1.808400035,17.27700043,4,1.9076,0.237,0.0076
4.590000153,15.68299961,3,4.8661,0.3144,0.012
10.01650047,8.256199837,2,11.1103,0.4508,0.0258
5.886099815,13.68490028,10,6.2887,0.0936,0
14.49110031,2.978399992,4,18.3362,0.1976,0.0005
19.44799995,0.530600011,1,38.1384,0.5099,0.0273
10.16329956,13.70069981,10,10.8577,0.0936,0
2.030600071,19.03380013,6,2.1322,0.1587,0.0006
9.201499939,18.24670029,3,9.6808,0.3168,0.0062
8.524600029,2.105799913,6,11.5201,0.1233,0.0001
13.99590015,5.318699837,2,16.2608,0.4304,0.0159
5.815400124,0.568199992,7,11.1523,0.0745,0
13.89239979,4.810500145,7,16.3467,0.1214,0
14.39340019,15.96520042,6,15.2446,0.1574,0.0001
5.677700043,3.119899988,1,7.1274,0.7966,0.5495
7.712500095,18.37610054,10,8.1116,0.0951,0
18.81310081,3.460799932,1,23.2179,0.8103,0.184
6.30009985,9.227999687,3,6.9215,0.3034,0.0078
12.41919994,11.17640018,7,13.4456,0.132,0
5.616000175,9.107899666,8,6.1766,0.1137,0
5.010099888,4.051099777,6,6.0365,0.1383,0.0001
3.662199974,10.57579994,9,3.9808,0.1022,0
18.97789955,7.62319994,2,21.2058,0.4475,0.0133
14.34189987,15.97649956,2,15.1895,0.4721,0.021
10.82670021,15.49740028,5,11.4853,0.1885,0.0004
9.569000244,0.252799988,2,24.4084,0.196,0.0024
15.15769958,14.65740013,3,16.1295,0.3132,0.0036
18.12779999,18.75729942,9,19.0476,0.1057,0
8.402999878,15.77830029,8,8.9055,0.1179,0
1.281800032,0.0656,7,5.6864,0.0322,0
5.309999943,8.538900375,5,5.8723,0.1808,0.0006
18.13349915,3.788100004,3,22.0671,0.2739,0.0019
8.175900459,1.934700012,10,11.2477,0.0727,0
15.73359966,3.383300066,9,19.4881,0.0897,0
17.83250046,9.589900017,8,19.5304,0.1141,0
3.940500021,13.96940041,2,4.2048,0.4686,0.0746
11.37950039,0.070100002,6,49.0445,0.0387,0
7.029500008,5.137599945,6,8.2021,0.1428,0.0001
19.67009926,12.19509983,8,21.1689,0.1162,0
1.052299976,18.76409912,1,1.1057,0.9517,17.8315
19.54439926,15.35070038,8,20.744,0.1178,0
