rho,s,lambda,mu,Wq,W,Lq,Ls,P?
0.1237,2,14.3277,57.914,0.0005,0.0177,0.0068,0.2542,0.876302
0.433,2,15.8504,18.3046,0.0143,0.0689,0.2269,1.0928,0.567039
0.2937,1,10.8938,37.0885,0.0112,0.0382,0.1222,0.4159,0.706276
0.2371,3,16.8314,23.6607,0.0013,0.0436,0.0224,0.7337,0.762878
0.9965,3,2.6986,0.9027,104.8109,105.9187,282.8426,285.8321,0.003501
0.7501,8,17.8597,2.9763,0.0661,0.4021,1.1813,7.182,0.249913
0.3051,8,1.0154,0.416,0.0092,2.4129,0.0093,2.45,0.694917
0.7544,8,18.2685,3.027,0.0674,0.3978,1.2315,7.2666,0.245611
0.3873,10,11.7177,3.0258,0.0016,0.3321,0.0191,3.8917,0.61274
0.8851,4,6.7964,1.9197,0.8705,1.3914,5.9163,9.4567,0.114901
0.0837,7,2.3269,3.973,0,0.2517,0.0001,0.5857,0.916331
0.833,8,7.0088,1.0518,0.3933,1.3441,2.7566,9.4202,0.167048
0.7359,1,6.8084,9.2515,0.3012,0.4093,2.0508,2.7868,0.264078
0.7975,3,13.4704,5.6305,0.1933,0.3709,2.6033,4.9957,0.202529
0.2647,5,7.1189,5.3781,0.0019,0.1879,0.0136,1.3373,0.735264
0.1901,8,8.6668,5.699,0.0001,0.1756,0.0011,1.5218,0.809906
0.4981,7,9.5032,2.7258,0.0129,0.3798,0.1226,3.6089,0.501949
0.5873,6,3.6763,1.0433,0.09,1.0485,0.3308,3.8545,0.412702
0.7492,9,11.5412,1.7117,0.0949,0.6791,1.0957,7.8382,0.250837
0.9337,3,7.5918,2.7102,1.6371,2.0061,12.4286,15.2297,0.066274
0.6448,5,11.9444,3.7046,0.0516,0.3215,0.6159,3.8401,0.35516
0.9953,3,1.6928,0.5669,124.1718,125.9356,210.198,213.1839,0.004695
0.2035,3,6.1032,9.9993,0.0023,0.1023,0.0139,0.6243,0.796546
0.0624,6,13.3672,35.7131,0,0.028,0,0.3743,0.937618
0.1631,6,5.3834,5.501,0.0003,0.182,0.0014,0.98,0.836897
0.9028,4,4.7832,1.3245,1.5575,2.3125,7.4497,11.0611,0.09716
0.5597,8,4.1734,0.932,0.0464,1.1194,0.1937,4.6716,0.440263
0.9652,6,13.311,2.2984,1.8923,2.3274,25.189,30.9803,0.034776
0.5553,3,8.681,5.2112,0.0491,0.241,0.4259,2.0917,0.444717
0.8319,8,11.695,1.7573,0.2329,0.802,2.7239,9.3789,0.168127
0.5158,3,13.48,8.7119,0.0235,0.1383,0.3174,1.8647,0.484232
0.922,6,19.9753,3.6107,0.4739,0.7509,9.467,14.9992,0.077963
0.3394,9,1.8074,0.5916,0.0067,1.697,0.0121,3.0671,0.660554
0.445,10,13.1601,2.9573,0.0031,0.3412,0.0404,4.4904,0.554996
0.0349,9,7.6103,24.2125,0,0.0413,0,0.3143,0.965076
0.6032,6,4.6469,1.2839,0.0818,0.8607,0.3803,3.9997,0.39677
0.5493,2,11.3423,10.3246,0.0451,0.1419,0.5114,1.6099,0.450717
0.0455,8,1.3948,3.8356,0,0.2607,0,0.3636,0.954545
0.8462,2,11.511,6.8015,0.3752,0.5223,4.3194,6.0119,0.153791
0.5698,8,1.8466,0.4051,0.1158,2.5845,0.2139,4.7726,0.430162
0.2341,1,5.9746,25.5203,0.012,0.0512,0.0716,0.3057,0.765888
0.0771,1,17.5999,228.3507,0.0004,0.0047,0.0064,0.0835,0.922926
0.9443,4,15.9884,4.2331,0.9358,1.1721,14.9624,18.7394,0.055747
0.7735,8,4.8298,0.7805,0.3075,1.5888,1.4853,7.6735,0.226477
0.9589,8,1.0026,0.1307,20.2933,27.9444,20.3461,28.0171,0.041128
0.6243,6,9.4603,2.5254,0.0483,0.4443,0.4568,4.2028,0.375667
0.0893,7,6.208,9.9302,0,0.1007,0.0001,0.6252,0.910691
0.0566,7,13.0864,33.0486,0,0.0303,0,0.396,0.943432
0.3041,1,10.834,35.6228,0.0123,0.0403,0.1329,0.4371,0.695869
0.9123,5,11.6456,2.5529,0.7128,1.1045,8.3006,12.8622,0.08767
0.3073,3,9.1947,9.975,0.0056,0.1058,0.0513,0.973,0.692743
0.6519,6,3.8403,0.9818,0.1509,1.1694,0.5794,4.4907,0.348116
0.3661,8,1.486,0.5074,0.0149,1.9858,0.0222,2.9508,0.633919
0.8068,6,3.3095,0.6837,0.7004,2.163,2.3179,7.1586,0.193213
0.3896,5,8.3327,4.2776,0.0075,0.2413,0.0626,2.0105,0.610401
0.683,9,17.5502,2.8551,0.0327,0.3829,0.5734,6.7205,0.316993
0.2565,6,14.085,9.1508,0.0006,0.1099,0.0083,1.5475,0.743464
0.3141,10,12.5902,4.0089,0.0005,0.2499,0.0064,3.1469,0.685947
0.3935,2,9.8657,12.5369,0.017,0.0968,0.1678,0.9548,0.606534
0.6641,6,15.4089,3.8671,0.0418,0.3004,0.6436,4.6282,0.335904
0.6029,7,3.3669,0.7977,0.0989,1.3524,0.3328,4.5534,0.39706
0.0811,7,12.1102,21.3323,0,0.0469,0,0.5677,0.918901
0.1416,9,14.3968,11.2961,0,0.0885,0.0002,1.2747,0.858389
0.9999,3,2.8436,0.9479,5559.7891,5560.844,15809.8164,15812.8162,0.000063
0.0484,10,18.1768,37.5882,0,0.0266,0,0.4836,0.951642
0.8955,3,4.4766,1.6663,1.5649,2.165,7.0055,9.692,0.104476
0.7224,7,7.3882,1.461,0.1328,0.8173,0.9812,6.038,0.277588
0.4859,1,1.016,2.0908,0.4521,0.9304,0.4594,0.9453,0.514061
0.7515,9,1.9693,0.2912,0.5694,4.0038,1.1213,7.8847,0.248519
0.1856,1,12.7805,68.879,0.0033,0.0178,0.0423,0.2278,0.81445
0.9899,2,6.6619,3.365,14.4596,14.7568,96.3283,98.308,0.010126
0.8081,10,18.322,2.2672,0.1047,0.5458,1.919,10.0004,0.191861
0.8866,2,11.3085,6.3773,0.5809,0.7377,6.5687,8.342,0.113373
0.52,10,14.0978,2.711,0.0069,0.3758,0.097,5.2973,0.479975
0.0636,1,14.899,234.164,0.0003,0.0046,0.0043,0.0679,0.936374
0.0432,1,2.8921,66.9546,0.0007,0.0156,0.002,0.0451,0.956805
0.1437,9,16.3677,12.6526,0,0.079,0.0002,1.2938,0.856264
0.1084,7,5.9884,7.8904,0,0.1268,0.0002,0.7591,0.891578
0.8289,7,10.1399,1.7475,0.2722,0.8444,2.7597,8.5621,0.171078
0.1584,9,4.0909,2.8697,0.0001,0.3485,0.0003,1.4259,0.841606
0.2284,10,5.4295,2.3774,0.0002,0.4209,0.0013,2.285,0.771625
0.3008,2,15.9967,26.5869,0.0047,0.0423,0.0754,0.6771,0.699163
0.4366,5,12.2847,5.6269,0.0082,0.1859,0.1006,2.2838,0.56336
0.5116,8,11.0176,2.6917,0.0108,0.3823,0.1193,4.2124,0.488355
0.3617,3,13.386,12.335,0.0066,0.0877,0.0883,1.1735,0.638264
0.088,9,16.1517,20.3947,0,0.049,0,0.792,0.912005
0.8033,5,16.5925,4.1312,0.1435,0.3855,2.3802,6.3966,0.196716
0.3515,5,19.0057,10.8146,0.0022,0.0946,0.0412,1.7986,0.648517
0.7806,8,17.2388,2.7604,0.0925,0.4547,1.5941,7.8392,0.219366
0.6012,6,8.4665,2.3469,0.0441,0.4702,0.3737,3.9812,0.398758
0.111,6,3.182,4.7785,0.0001,0.2094,0.0003,0.6662,0.889016
0.3171,5,1.123,0.7084,0.0244,1.4361,0.0274,1.6127,0.682931
0.2375,10,2.5987,1.0941,0.0006,0.9146,0.0015,2.3767,0.762489
0.6126,8,15.4385,3.1505,0.0209,0.3383,0.3226,5.223,0.387449
0.3075,2,3.5313,5.7421,0.0228,0.1969,0.0804,0.6953,0.692507
0.9382,2,12.6719,6.7534,1.092,1.24,13.8374,15.7137,0.061812
0.5004,7,11.1858,3.1932,0.0112,0.3244,0.1255,3.6286,0.499566
0.0345,7,13.5499,56.0746,0,0.0178,0,0.2416,0.96548
0.6062,5,14.9778,4.9416,0.0299,0.2323,0.4484,3.4793,0.39381
0.1353,1,10.6889,79.0305,0.002,0.0146,0.0212,0.1564,0.86475
0.8531,10,17.3298,2.0314,0.1864,0.6787,3.2308,11.7617,0.146907
0.4204,6,18.7668,7.4406,0.0036,0.138,0.0674,2.5896,0.579629
0.9861,6,10.2181,1.7271,6.6707,7.2497,68.1621,74.0785,0.013921
0.7193,6,15.445,3.5788,0.0672,0.3467,1.0383,5.3541,0.28071
0.5948,2,13.4696,11.3227,0.0513,0.1396,0.6913,1.8809,0.405194
0.464,9,1.04,0.2491,0.0578,4.0728,0.0601,4.2357,0.536047
0.6918,10,3.8086,0.5505,0.1513,1.9677,0.5762,7.4941,0.308211
0.892,1,5.9456,6.6657,1.2387,1.3887,7.3646,8.2566,0.108031
0.5405,6,19.6536,6.0602,0.0111,0.1761,0.2178,3.4608,0.459486
0.4997,3,7.8045,5.2057,0.036,0.2281,0.281,1.7802,0.500263
0.7336,8,4.6647,0.7949,0.2161,1.4742,1.0082,6.8768,0.266427
0.7456,1,5.4304,7.2835,0.4023,0.5396,2.1848,2.9304,0.254429
0.5208,5,17.0395,6.5438,0.0128,0.1656,0.2177,2.8217,0.479217
0.0028,1,2.4797,878.7458,0,0.0011,0,0.0028,0.997178
0.3873,5,6.5612,3.3881,0.0093,0.3045,0.0611,1.9976,0.612688
0.763,1,14.8736,19.4934,0.1652,0.2165,2.4565,3.2195,0.236994
0.8818,9,14.3944,1.8138,0.3349,0.8862,4.8206,12.7568,0.118195
0.0889,4,6.9695,19.5927,0.0001,0.0511,0.0005,0.3562,0.91107
0.6945,7,16.6326,3.4212,0.0458,0.3381,0.7616,5.6231,0.305492
0.3178,9,3.4836,1.2179,0.0025,0.8236,0.0087,2.869,0.682189
0.9854,9,19.5947,2.2095,3.2718,3.7244,64.1108,72.9793,0.014605
0.0144,8,16.1621,140.2176,0,0.0071,0,0.1153,0.985592
0.9623,6,7.8724,1.3635,2.9173,3.6507,22.9663,28.74,0.037709
0.1741,7,13.2034,10.8313,0.0001,0.0924,0.0011,1.2201,0.825856
0.709,10,11.1264,1.5693,0.0615,0.6988,0.6848,7.7748,0.291004
0.6762,2,7.4299,5.4936,0.1594,0.3415,1.1846,2.5371,0.32377
0.2634,3,4.6337,5.8636,0.0067,0.1773,0.0312,0.8214,0.736586
0.9868,6,16.2101,2.7378,4.4437,4.809,72.0333,77.9541,0.013209
0.9457,10,4.5845,0.4848,3.0897,5.1525,14.1647,23.6214,0.054326
0.112,3,7.13,21.2216,0.0003,0.0474,0.0023,0.3383,0.888007
0.9363,1,16.1288,17.2269,0.8526,0.9107,13.7516,14.6879,0.063744
0.8012,7,19.4154,3.462,0.1067,0.3956,2.072,7.6801,0.198837
0.1041,8,5.1736,6.2111,0,0.161,0.0001,0.833,0.89588
0.9999,4,5.1037,1.276,2428.9926,2429.7763,12396.8498,12400.8495,0.000081
0.0848,9,7.9296,10.3872,0,0.0963,0,0.7634,0.915178
0.5533,7,16.9654,4.3804,0.0124,0.2407,0.2098,4.0829,0.446706
0.6087,6,17.2079,4.712,0.0232,0.2354,0.3987,4.0506,0.39135
0.1589,7,2.1765,1.9573,0.0003,0.5113,0.0008,1.1128,0.841143
0.0787,4,6.4672,20.5334,0.0001,0.0488,0.0004,0.3153,0.92126
0.5698,1,18.7402,32.8865,0.0403,0.0707,0.7549,1.3247,0.430156
0.3992,7,15.6105,5.5863,0.0027,0.1817,0.0423,2.8367,0.600794
0.0483,9,19.6587,45.2431,0,0.0221,0,0.4345,0.951721
0.0533,4,13.5321,63.514,0,0.0158,0.0001,0.2132,0.946736
0.0681,1,2.8548,41.9209,0.0017,0.0256,0.005,0.0731,0.9319
0.4314,6,12.4143,4.7966,0.0061,0.2146,0.0757,2.6638,0.568645
0.2683,9,13.8445,5.7338,0.0003,0.1747,0.0038,2.4183,0.731717
0.4093,4,15.7743,9.6356,0.0064,0.1101,0.1004,1.7375,0.590727
0.656,6,1.1583,0.2943,0.5181,3.916,0.6001,4.5359,0.34403
0.1763,10,9.2612,5.2535,0,0.1904,0.0004,1.7632,0.823712
0.0596,3,18.5129,103.5558,0,0.0097,0.0004,0.1791,0.940409
0.3133,2,13.2029,21.0726,0.0064,0.0539,0.0848,0.7114,0.686729
0.832,3,13.734,5.5025,0.2576,0.4393,3.5377,6.0337,0.16801
0.1208,4,6.9028,14.2831,0.0002,0.0702,0.0014,0.4847,0.879179
0.8036,2,2.4271,1.5102,1.2274,1.8896,2.9791,4.5862,0.196449
0.1974,7,9.6868,7.0107,0.0002,0.1428,0.0019,1.3836,0.802613
0.4853,2,18.3999,18.9565,0.018,0.0707,0.3307,1.3013,0.51468
0.2674,7,14.6999,7.8535,0.0005,0.1278,0.007,1.8787,0.732605
0.5221,4,11.8344,5.6663,0.0227,0.1991,0.2681,2.3566,0.477865
0.2594,7,3.4538,1.9023,0.0018,0.5275,0.0061,1.8217,0.740626
0.3957,8,18.2083,5.7513,0.0018,0.1757,0.0324,3.1984,0.604254
0.6341,3,3.1228,1.6416,0.2412,0.8504,0.7533,2.6556,0.365922
0.3779,4,8.967,5.9315,0.0083,0.1769,0.0741,1.5859,0.622058
0.9626,1,15.5914,16.197,1.5896,1.6513,24.7841,25.7467,0.037388
0.7337,5,12.9457,3.529,0.0992,0.3826,1.2844,4.9527,0.266323
0.7546,5,8.2509,2.1869,0.1862,0.6434,1.5359,5.3087,0.24544
0.1742,6,14.5411,13.9128,0.0001,0.072,0.0018,1.0469,0.825806
0.5361,4,4.5463,2.1201,0.066,0.5377,0.3002,2.4446,0.463895
0.5601,7,8.6332,2.2018,0.0259,0.4801,0.2238,4.1449,0.439851
0.1782,3,8.2733,15.4794,0.0011,0.0657,0.0093,0.5437,0.821842
0.8547,3,3.2574,1.2703,1.3557,2.1429,4.4161,6.9804,0.145262
0.4745,2,8.6248,9.0887,0.0355,0.1456,0.3064,1.2554,0.525519
0.3268,10,8.0261,2.4558,0.001,0.4082,0.0078,3.276,0.673178
0.9698,10,8.9883,0.9268,3.192,4.2709,28.6904,38.3885,0.030187
0.004,10,8.301,205.0738,0,0.0049,0,0.0405,0.995952
0.038,8,3.4924,11.49,0,0.087,0,0.304,0.962006
0.376,8,1.1142,0.3704,0.0227,2.7222,0.0253,3.0331,0.62402
0.2101,4,15.3037,18.2108,0.0006,0.0555,0.0091,0.8495,0.789909
0.3472,7,16.8412,6.929,0.0013,0.1456,0.0223,2.4528,0.65278
0.7525,2,6.6739,4.4343,0.3017,0.5272,2.0137,3.5188,0.247477
0.4405,10,12.6216,2.8651,0.003,0.3521,0.0382,4.4436,0.559465
0.4952,7,2.7364,0.7894,0.0435,1.3103,0.1191,3.5854,0.504815
0.25,10,17.5319,7.0134,0.0001,0.1427,0.002,2.5018,0.750022
0.9096,2,11.0536,6.0763,0.7932,0.9578,8.7675,10.5866,0.090427
0.144,8,16.5068,14.3268,0,0.0698,0.0003,1.1525,0.855979
0.4369,2,2.9131,3.3337,0.0802,0.3802,0.2337,1.1075,0.56309
0.2187,6,10.0114,7.6305,0.0004,0.1315,0.0043,1.3164,0.78133
0.0663,10,13.3752,20.1823,0,0.0495,0,0.6627,0.933728
0.5006,7,2.4627,0.7028,0.0511,1.474,0.1257,3.6299,0.499402
0.1627,6,18.0694,18.509,0.0001,0.0541,0.0013,0.9776,0.837291
0.4003,9,14.402,3.9979,0.0019,0.2521,0.0278,3.6302,0.599733
0.5454,2,4.7417,4.3472,0.1051,0.3351,0.4982,1.5889,0.454627
0.4151,7,4.4164,1.5201,0.0115,0.6693,0.0507,2.9561,0.584948
0.8156,5,11.5507,2.8323,0.2318,0.5849,2.6778,6.756,0.184354
0.0824,10,4.8108,5.8406,0,0.1712,0,0.8237,0.917632
0.9353,2,18.1155,9.6848,0.7237,0.8269,13.11,14.9805,0.064743
0.1828,10,15.0297,8.2223,0,0.1216,0.0004,1.8284,0.817207
0.0544,3,12.3116,75.4192,0,0.0133,0.0003,0.1635,0.945586
0.1932,4,13.8292,17.8954,0.0005,0.0564,0.0068,0.7796,0.806805
0.5899,2,4.8184,4.0839,0.1389,0.3838,0.6694,1.8493,0.410074
0.9899,1,14.1985,14.344,6.8025,6.8722,96.5854,97.5753,0.010145
0.5533,5,10.4159,3.7648,0.0277,0.2933,0.2882,3.0548,0.446671
0.8016,10,9.0326,1.1268,0.1978,1.0852,1.7863,9.8023,0.198404
0.129,8,15.0315,14.5642,0,0.0687,0.0002,1.0323,0.87099
0.4129,10,16.5533,4.009,0.0016,0.2511,0.0269,4.1559,0.5871
0.5023,8,4.537,1.129,0.0239,0.9096,0.1083,4.1269,0.497667
0.617,9,16.4813,2.9678,0.0183,0.3552,0.3014,5.8548,0.382957
0.9378,5,17.2954,3.6887,0.7436,1.0147,12.8611,17.5499,0.062237
0.9192,10,4.9586,0.5394,1.6815,3.5353,8.3379,17.53,0.080788
0.107,7,11.4577,15.2985,0,0.0654,0.0001,0.7491,0.893008
0.4896,5,16.2197,6.6252,0.0102,0.1611,0.1651,2.6133,0.510366
0.6671,9,3.01,0.5014,0.1632,2.1577,0.4912,6.4948,0.332937
0.3667,6,16.0137,7.2783,0.0023,0.1397,0.037,2.2372,0.633299
0.0885,10,18.57,20.9839,0,0.0477,0,0.885,0.911503
0.9101,3,8.7765,3.2145,0.9709,1.282,8.5208,11.2511,0.089907
0.7334,7,14.9345,2.909,0.0727,0.4164,1.0853,6.2192,0.266586
0.5039,9,16.5521,3.6498,0.0057,0.2797,0.094,4.6292,0.496097
0.1837,3,12.3755,22.4604,0.0008,0.0453,0.0102,0.5611,0.816336
0.5098,5,5.665,2.2226,0.0349,0.4848,0.1977,2.7465,0.490234
0.8189,5,4.6876,1.1448,0.5899,1.4634,2.765,6.8598,0.181054
0.47,4,8.1416,4.3308,0.0213,0.2522,0.1733,2.0532,0.530022
0.6449,4,6.9848,2.7076,0.1007,0.4701,0.7036,3.2834,0.355064
0.5606,5,19.8827,7.093,0.0154,0.1564,0.3066,3.1097,0.439375
0.3714,9,13.2473,3.963,0.0014,0.2538,0.019,3.3617,0.628588
0.2947,3,17.5845,19.8891,0.0025,0.0528,0.0448,0.9289,0.70529
0.7404,1,15.6183,21.095,0.1352,0.1826,2.1114,2.8518,0.259622
0.4753,1,18.4115,38.739,0.0234,0.0492,0.4305,0.9057,0.52473
0.1042,2,9.4511,45.3547,0.0005,0.0225,0.0044,0.2128,0.895809
0.3985,9,11.4174,3.1834,0.0024,0.3165,0.0272,3.6137,0.60149
0.2537,6,3.1056,2.0403,0.0025,0.4927,0.0079,1.53,0.746318
0.3069,5,7.7178,5.0292,0.0031,0.202,0.0241,1.5587,0.693078
0.4963,3,13.4956,9.0644,0.0203,0.1306,0.2737,1.7625,0.503713
0.0924,9,19.4113,23.3387,0,0.0428,0,0.8317,0.907586
0.9842,4,9.3856,2.3842,6.3973,6.8168,60.0428,63.9795,0.015835
0.2494,4,5.2522,5.2642,0.0031,0.1931,0.0165,1.0142,0.75057
0.2923,8,11.4372,4.8906,0.0007,0.2051,0.0077,2.3463,0.707671
0.0781,6,11.0716,23.6329,0,0.0423,0.0001,0.4686,0.92192
0.2468,5,7.0066,5.6787,0.0015,0.1776,0.0104,1.2443,0.753233
0.1373,6,10.9498,13.2952,0.0001,0.0753,0.0007,0.8243,0.862735
0.0026,10,2.6912,104.6879,0,0.0096,0,0.0257,0.997429
0.9478,6,19.138,3.3654,0.819,1.1161,15.6735,21.3603,0.052204
0.3721,8,5.6264,1.8903,0.0043,0.5333,0.024,3.0005,0.627944
0.9455,4,16.73,4.4235,0.9191,1.1452,15.3771,19.1592,0.054475
0.4029,1,9.5326,23.6605,0.0285,0.0708,0.2718,0.6747,0.597109
0.6845,1,16.0846,23.4994,0.0923,0.1349,1.4848,2.1693,0.315531
0.2062,4,4.512,5.4698,0.0019,0.1847,0.0086,0.8334,0.793778
0.2899,4,15.9967,13.7934,0.0018,0.0743,0.0281,1.1878,0.710066
0.0348,8,10.5956,38.065,0,0.0263,0,0.2784,0.965206
0.1616,9,18.6199,12.7995,0,0.0781,0.0003,1.4551,0.838363
0.6111,5,2.04,0.6677,0.2288,1.7266,0.4668,3.5222,0.388918
0.9268,3,13.138,4.725,0.8392,1.0508,11.0252,13.8057,0.073162
0.7054,7,7.374,1.4934,0.114,0.7836,0.8405,5.7784,0.294591
0.6435,6,2.1868,0.5664,0.2464,2.0119,0.5388,4.3996,0.356541
0.9641,7,5.1961,0.77,4.6281,5.9269,24.048,30.7965,0.035923
0.2532,4,14.0264,13.8486,0.0012,0.0734,0.0174,1.0302,0.74679
0.9875,8,14.7207,1.8634,5.1475,5.6841,75.7741,83.674,0.012511
0.2847,10,5.4626,1.9186,0.0007,0.5219,0.0039,2.8511,0.715281
0.6583,1,1.0756,1.634,1.1789,1.7909,1.2681,1.9263,0.341726
0.8066,2,16.519,10.2393,0.185,0.2826,3.0555,4.6688,0.193351
0.7194,4,13.3482,4.6386,0.0942,0.3098,1.2579,4.1356,0.280586
0.6308,2,6.8589,5.4364,0.1278,0.3117,0.8763,2.138,0.369171
0.6024,6,4.383,1.2127,0.0861,0.9107,0.3774,3.9916,0.397635
0.7654,5,19.957,5.2149,0.0846,0.2763,1.688,5.5148,0.234623
0.5052,10,16.3282,3.2321,0.005,0.3144,0.0822,5.134,0.494813
0.1178,5,10.0216,17.0112,0.0001,0.0589,0.0007,0.5898,0.882177
0.7207,2,9.9324,6.8911,0.1616,0.3067,1.6047,3.046,0.279335
0.4482,7,15.6661,4.9929,0.0047,0.205,0.0732,3.2108,0.55176
0.2144,4,2.5919,3.0218,0.0038,0.3347,0.0098,0.8675,0.785563
0.5724,3,15.3311,8.9286,0.0315,0.1435,0.4825,2.1996,0.427638
0.4531,2,2.1471,2.3693,0.1225,0.5446,0.263,1.1693,0.546884
0.8147,10,15.4563,1.8971,0.1335,0.6607,2.0641,10.2112,0.185287
0.4824,10,2.4298,0.5037,0.026,2.0115,0.0633,4.8874,0.517582
0.7117,8,10.4022,1.8269,0.0788,0.6262,0.8197,6.5135,0.288269
0.2553,9,2.5597,1.1141,0.0012,0.8988,0.003,2.3006,0.744716
0.9649,8,4.1222,0.534,5.9377,7.8103,24.4764,32.1955,0.035108
0.21,4,11.9917,14.2752,0.0008,0.0708,0.0091,0.8491,0.789991
0.6438,4,17.5841,6.8278,0.0397,0.1861,0.6977,3.273,0.356161
0.0984,2,3.3124,16.8379,0.0011,0.0605,0.0038,0.2005,0.901639
0.6395,4,5.9424,2.3231,0.1135,0.544,0.6747,3.2327,0.360499
0.0637,7,2.7871,6.2492,0,0.16,0,0.446,0.936286
0.3672,3,8.4601,7.6794,0.011,0.1412,0.0929,1.1946,0.632778
0.9692,1,14.6567,15.123,2.0782,2.1444,30.4602,31.4293,0.030836
0.7199,5,18.1803,5.0509,0.0629,0.2609,1.1434,4.7429,0.280113
0.9757,7,7.1845,1.052,5.1821,6.1327,37.2306,44.0602,0.024339
0.271,7,8.3482,4.4001,0.0009,0.2282,0.0074,1.9047,0.728959
0.3701,9,17.4533,5.2394,0.0011,0.1919,0.0186,3.3498,0.629867
0.728,1,1.5833,2.1748,1.2308,1.6906,1.9487,2.6768,0.271978
0.6436,2,13.912,10.8079,0.0685,0.1611,0.9534,2.2406,0.356394
0.6351,6,10.8006,2.8344,0.0464,0.3992,0.5012,4.3117,0.36492
0.8193,5,10.6725,2.6052,0.2601,0.6439,2.7755,6.8722,0.180665
0.3265,8,3.8833,1.4867,0.0033,0.6759,0.0129,2.6249,0.673495
0.0309,7,15.5569,71.8628,0,0.0139,0,0.2165,0.969074
0.1297,5,6.104,9.4089,0.0002,0.1064,0.001,0.6497,0.870251
0.3505,3,1.8939,1.8013,0.0419,0.597,0.0793,1.1307,0.649539
0.8186,3,17.2968,7.0436,0.1809,0.3228,3.1284,5.5841,0.181443
0.8666,6,18.066,3.4744,0.2429,0.5307,4.3885,9.5882,0.133375
0.3161,3,9.7793,10.313,0.0058,0.1027,0.0563,1.0045,0.683915
0.0128,6,16.8064,218.3447,0,0.0046,0,0.077,0.987171
0.648,7,7.0243,1.5485,0.0713,0.7171,0.501,5.0372,0.351973
0.1453,2,12.2456,42.1294,0.0008,0.0246,0.0104,0.3011,0.854667
0.1457,10,15.0819,10.3481,0,0.0966,0.0001,1.4576,0.854255
0.3714,7,13.7085,5.2732,0.0022,0.1918,0.0303,2.6299,0.628622
0.8994,4,15.751,4.3783,0.4512,0.6796,7.1075,10.7051,0.100612
0.6273,3,2.2611,1.2015,0.3173,1.1496,0.7175,2.5994,0.372696
0.461,6,2.5015,0.9043,0.0409,1.1467,0.1024,2.8685,0.538983
0.0067,7,7.0077,149.9439,0,0.0067,0,0.0467,0.993324
0.7977,4,2.1462,0.6726,1.1274,2.6141,2.4195,5.6105,0.202264
0.3384,1,15.1374,44.7303,0.0114,0.0338,0.1731,0.5115,0.661585
0.4948,4,6.2623,3.164,0.0342,0.3502,0.2139,2.1932,0.50519
0.0149,8,19.7212,165.282,0,0.0061,0,0.1193,0.985085
0.2088,8,2.3638,1.4151,0.0007,0.7073,0.0016,1.672,0.791205
0.0702,2,15.2588,108.7244,0.0001,0.0093,0.0016,0.1419,0.929828
0.3707,1,9.8228,26.5009,0.0222,0.06,0.2183,0.589,0.62934
0.5079,1,16.9755,33.4223,0.0309,0.0608,0.5242,1.0321,0.49209
0.1389,8,6.5419,5.8867,0,0.1699,0.0003,1.1116,0.861088
0.8797,8,8.869,1.2602,0.5441,1.3376,4.8259,11.8636,0.120297
0.6027,5,12.3758,4.1066,0.0352,0.2787,0.4357,3.4494,0.397275
0.1131,6,10.5064,15.4822,0,0.0646,0.0003,0.6789,0.886898
0.2351,5,6.3032,5.3631,0.0014,0.1878,0.0087,1.184,0.76494
0.5898,2,15.5709,13.201,0.0429,0.1187,0.6687,1.8482,0.410239
0.5958,10,19.3486,3.2475,0.0113,0.3192,0.218,6.1759,0.404208
0.4736,4,11.159,5.891,0.016,0.1858,0.1787,2.0729,0.526441
0.2848,9,4.2545,1.6596,0.0012,0.6037,0.0051,2.5686,0.715163
0.2887,8,1.8271,0.791,0.004,1.2682,0.0072,2.317,0.711273
0.1453,6,13.9028,15.9504,0.0001,0.0628,0.0009,0.8725,0.854729
0.748,4,19.3881,6.4802,0.0817,0.236,1.5839,4.5758,0.252028
0.7165,10,4.4872,0.6263,0.1645,1.7612,0.7382,7.9029,0.283536
0.8306,1,4.4592,5.3686,0.9133,1.0996,4.0727,4.9033,0.169397
0.9372,10,4.4344,0.4732,2.6489,4.7624,11.7462,21.1182,0.062803
0.1107,7,15.7576,20.343,0,0.0492,0.0002,0.7748,0.889343
0.0988,9,3.0769,3.4606,0,0.289,0,0.8892,0.901209
0.335,7,7.1484,3.0482,0.0027,0.3307,0.0189,2.3641,0.664981
0.0482,7,15.0738,44.6482,0,0.0224,0,0.3376,0.95177
0.2516,6,8.4407,5.5924,0.0009,0.1797,0.0076,1.517,0.748445
0.6413,9,16.5837,2.8733,0.0231,0.3711,0.3823,6.1539,0.358711
0.6872,2,6.9352,5.0458,0.1839,0.3821,1.2757,2.6502,0.312771
0.4457,10,19.1857,4.3051,0.0021,0.2344,0.0407,4.4973,0.554344
0.8762,3,4.7203,1.7957,1.178,1.7348,5.5603,8.189,0.123767
0.6941,1,15.552,22.4074,0.1012,0.1459,1.5745,2.2686,0.305944
0.0381,1,4.7196,123.8389,0.0003,0.0084,0.0015,0.0396,0.961889
0.4874,10,5.8693,1.2042,0.0114,0.8418,0.067,4.9408,0.512617
0.2059,5,1.4884,1.4459,0.0035,0.6952,0.0053,1.0347,0.794118
0.2478,10,10.0107,4.0396,0.0002,0.2477,0.0019,2.4801,0.752184
0.3042,2,14.7608,24.2641,0.0053,0.0465,0.0779,0.6862,0.695831
