rho,s,lambda,mu,Wq,W,Lq,Ls,P?
0.7248,4,2.5721,0.8872,0.5106,1.6378,1.3133,4.2126,0.275187
0.9074,1,17.3945,19.1702,0.511,0.5632,8.8884,9.7958,0.092629
0.9051,10,12.9197,1.4274,0.511,1.2115,6.6017,15.6528,0.094895
0.9218,8,17.7083,2.4013,0.5112,0.9276,9.0523,16.4267,0.0782
0.9072,8,13.9434,1.9212,0.5112,1.0317,7.1276,14.3851,0.092809
0.6867,9,1.1625,0.1881,0.5114,5.828,0.5945,6.775,0.313273
0.8462,1,9.0931,10.7455,0.5121,0.6052,4.6568,5.503,0.153776
0.8777,10,8.6473,0.9852,0.5128,1.5277,4.434,13.2109,0.122309
0.6376,5,1.1316,0.3549,0.5131,3.3306,0.5806,3.7689,0.362355
0.5834,3,1.0187,0.582,0.5133,2.2314,0.5229,2.2732,0.416574
0.899,5,13.3334,2.9663,0.5135,0.8506,6.8466,11.3416,0.101004
0.6694,7,1.1826,0.2524,0.5137,4.4761,0.6075,5.2935,0.330573
0.8794,9,9.0782,1.1471,0.5138,1.3855,4.664,12.5782,0.120649
0.9168,3,18.282,6.6473,0.514,0.6644,9.3966,12.1469,0.083231
0.8775,1,12.2285,13.9358,0.514,0.5857,6.2852,7.1627,0.122509
0.8926,8,11.1751,1.5649,0.5149,1.1539,5.7536,12.8948,0.107352
0.6762,6,1.3879,0.3421,0.5149,3.4383,0.7146,4.772,0.323765
0.913,1,18.5952,20.368,0.515,0.5641,9.576,10.4889,0.08704
0.7979,6,4.1284,0.8623,0.5151,1.6748,2.1265,6.9141,0.202074
0.9082,10,13.4478,1.4808,0.5153,1.1907,6.9302,16.0118,0.091838
0.8324,6,5.8247,1.1663,0.5156,1.3731,3.0033,7.9977,0.167608
0.8938,5,12.3653,2.767,0.5159,0.8773,6.3788,10.8476,0.10624
0.9221,6,18.3493,3.3168,0.5161,0.8176,9.4693,15.0016,0.077948
0.8873,3,12.239,4.5978,0.517,0.7345,6.3278,8.9897,0.11269
0.7829,8,3.1499,0.5029,0.5175,2.5059,1.6302,7.8932,0.217129
0.8051,8,3.9515,0.6135,0.5176,2.1476,2.0454,8.4863,0.194891
0.9158,3,17.889,6.5112,0.5177,0.6713,9.2608,12.0082,0.084199
0.8877,4,11.7895,3.3201,0.5185,0.8197,6.1132,9.6641,0.112255
0.9024,1,16.0588,17.7964,0.5193,0.5755,8.3398,9.2422,0.097635
0.8219,4,5.81,1.7674,0.5195,1.0853,3.0183,6.3058,0.178149
0.8867,5,11.19,2.524,0.52,0.9162,5.819,10.2525,0.113302
0.8684,8,8.0311,1.156,0.5201,1.3851,4.1767,11.124,0.131586
0.7051,9,1.3671,0.2154,0.5201,5.1622,0.711,7.0573,0.294855
0.9065,7,13.8935,2.1894,0.5202,0.9769,7.2267,13.5725,0.093457
0.8687,10,7.5625,0.8705,0.5206,1.6694,3.9373,12.6246,0.131266
0.8875,8,10.2718,1.4468,0.5212,1.2124,5.3538,12.4534,0.112548
0.8073,6,4.4684,0.9225,0.5213,1.6053,2.3292,7.1729,0.192714
0.7331,7,2.0724,0.4039,0.5221,2.9982,1.082,6.2135,0.266924
0.7156,1,3.4473,4.8177,0.5222,0.7297,1.8001,2.5156,0.284446
0.8503,2,8.5972,5.0552,0.5224,0.7202,4.4914,6.1921,0.149671
0.8368,2,7.5812,4.5299,0.5224,0.7431,3.9601,5.6337,0.163209
0.9067,1,16.8523,18.5871,0.5226,0.5764,8.8078,9.7145,0.093332
0.9184,9,16.0037,1.9362,0.5234,1.0399,8.3764,16.6421,0.08159
0.8131,10,3.8748,0.4765,0.5234,2.6219,2.0279,10.1592,0.186874
0.9298,10,19.3224,2.0782,0.5236,1.0047,10.1166,19.4142,0.070243
0.8704,2,10.4839,6.0226,0.5237,0.6898,5.4907,7.2315,0.129623
0.8995,6,12.7829,2.3685,0.5239,0.9461,6.6966,12.0937,0.100479
0.6742,3,1.9205,0.9495,0.5241,1.5773,1.0065,3.0291,0.325791
0.84,1,8.4117,10.0135,0.5244,0.6243,4.4115,5.2515,0.159961
0.9047,1,16.3641,18.0886,0.5246,0.5799,8.5846,9.4892,0.095336
0.9202,7,17.1117,2.6565,0.525,0.9014,8.9836,15.4249,0.07981
0.852,1,9.345,10.9679,0.525,0.6162,4.9063,5.7583,0.147965
0.7989,9,3.467,0.4822,0.5257,2.5997,1.8228,9.0133,0.201054
0.8856,7,10.2087,1.6468,0.5264,1.1337,5.3742,11.5731,0.114437
0.7979,10,3.2614,0.4087,0.5264,2.973,1.7168,9.6963,0.202058
0.8081,7,4.2179,0.7456,0.5269,1.868,2.2223,7.879,0.191897
0.8746,2,10.8957,6.229,0.5271,0.6876,5.7429,7.4921,0.125407
0.8903,7,10.8601,1.7426,0.5273,1.1011,5.7264,11.9585,0.109709
0.9045,6,13.6359,2.5125,0.5277,0.9257,7.1959,12.6231,0.095469
0.9166,9,15.4,1.8667,0.5278,1.0635,8.1282,16.378,0.083359
0.9136,4,16.4835,4.5105,0.5279,0.7496,8.7009,12.3554,0.086373
0.8905,6,11.1962,2.0956,0.5282,1.0054,5.9136,11.2563,0.109548
0.8839,1,12.7175,14.3877,0.5292,0.5987,6.7304,7.6143,0.116086
0.7763,8,2.8843,0.4644,0.5292,2.6824,1.5265,7.7367,0.223719
0.7657,5,3.1987,0.8354,0.5294,1.7264,1.6934,5.5221,0.234257
0.7348,5,2.448,0.6663,0.5295,2.0302,1.2961,4.9699,0.265248
0.7719,5,3.3757,0.8746,0.5298,1.6731,1.7883,5.6479,0.228083
0.8524,9,6.2632,0.8164,0.5299,1.7548,3.3189,10.9909,0.147552
0.899,1,15.0891,16.7847,0.5302,0.5897,7.9998,8.8987,0.101023
0.8828,1,12.5048,14.1657,0.5315,0.6021,6.6462,7.5289,0.117248
0.6977,8,1.352,0.2422,0.5315,4.6601,0.7186,6.3005,0.302262
0.7196,8,1.6593,0.2882,0.5319,4.0011,0.8826,6.6391,0.28044
0.8877,1,13.1729,14.8394,0.5327,0.6,7.0167,7.9044,0.112305
0.6805,1,2.7195,3.9962,0.533,0.7833,1.4496,2.1301,0.31948
0.7775,9,2.7343,0.3908,0.5332,3.0923,1.4579,8.4552,0.222529
0.8202,5,5.2471,1.2795,0.5335,1.3151,2.7994,6.9005,0.179789
0.9007,8,12.107,1.6802,0.5336,1.1288,6.4605,13.6659,0.099314
0.8826,10,8.8879,1.007,0.5337,1.5267,4.7432,13.5694,0.117379
0.9211,3,18.8018,6.8045,0.5339,0.6808,10.038,12.8012,0.078947
0.8519,4,7.6159,2.2351,0.5339,0.9813,4.0659,7.4734,0.148134
0.8411,3,7.2124,2.8584,0.5347,0.8846,3.8568,6.38,0.158921
0.9154,5,16.2538,3.5513,0.5353,0.8169,8.7002,13.2771,0.084617
0.9139,8,14.8092,2.0255,0.5353,1.029,7.9274,15.2386,0.086096
0.8437,1,8.4974,10.0717,0.5359,0.6352,4.5538,5.3975,0.15631
0.922,10,16.3319,1.7713,0.5364,1.101,8.7608,17.9808,0.077992
0.8322,3,6.6078,2.6467,0.5365,0.9144,3.5453,6.042,0.16778
0.7953,10,3.1076,0.3908,0.5368,3.0959,1.6681,9.6209,0.204723
0.8486,1,8.858,10.4378,0.5372,0.633,4.7583,5.607,0.151356
0.7286,3,2.7969,1.2796,0.538,1.3195,1.5047,3.6905,0.271397
0.6465,1,2.1973,3.3988,0.5381,0.8323,1.1823,1.8288,0.353512
0.8653,2,9.6767,5.5916,0.5382,0.7171,5.2083,6.9389,0.134706
0.8437,1,8.4637,10.0314,0.5382,0.6379,4.555,5.3988,0.15628
0.7503,4,2.9987,0.9992,0.5382,1.539,1.6139,4.6149,0.249744
0.9118,7,14.5541,2.2803,0.5384,0.9769,7.8354,14.218,0.08821
0.8331,1,7.7262,9.2737,0.5384,0.6462,4.1597,4.9928,0.166867
0.6612,1,2.3956,3.6234,0.5385,0.8145,1.29,1.9512,0.338848
0.8074,1,6.2768,7.7746,0.539,0.6677,3.3834,4.1908,0.192649
0.7808,6,3.3534,0.7158,0.5392,1.9363,1.8082,6.4933,0.219158
0.7672,6,2.9548,0.6419,0.5392,2.0971,1.5933,6.1964,0.232819
0.9314,9,19.6548,2.3447,0.5398,0.9663,10.6095,18.9921,0.068595
0.8752,8,8.4238,1.2031,0.5402,1.3714,4.5508,11.5523,0.124813
0.8741,10,7.8243,0.8951,0.5403,1.6575,4.2277,12.969,0.125861
0.7955,1,5.7229,7.1937,0.5409,0.6799,3.0955,3.891,0.204456
0.7098,4,2.1532,0.7584,0.5411,1.8596,1.1652,4.0042,0.290248
0.9185,7,16.1429,2.5106,0.5414,0.9397,8.7401,15.1699,0.081451
0.7028,3,2.2914,1.0868,0.5415,1.4617,1.2409,3.3493,0.297198
0.9155,8,15.012,2.0498,0.5418,1.0296,8.1332,15.457,0.08453
0.7945,2,5.0897,3.203,0.5443,0.8565,2.7705,4.3596,0.205473
0.9223,4,18.2987,4.9599,0.5448,0.7465,9.9699,13.6592,0.077672
0.732,1,3.6681,5.0112,0.545,0.7445,1.9991,2.7311,0.268021
0.7299,1,3.6195,4.9586,0.5451,0.7468,1.973,2.703,0.270055
0.9132,5,15.4295,3.3792,0.5453,0.8412,8.4138,12.9799,0.086783
0.8122,4,5.0596,1.5573,0.5453,1.1874,2.7591,6.008,0.187768
0.7982,2,5.2306,3.2767,0.5453,0.8505,2.8521,4.4484,0.201839
0.7116,5,1.9546,0.5494,0.5458,2.366,1.0667,4.6246,0.288421
0.8226,9,4.3107,0.5823,0.546,2.2635,2.3537,9.7571,0.177402
0.6984,4,1.9495,0.6978,0.5467,1.9797,1.0658,3.8595,0.301576
0.8898,6,10.7284,2.0094,0.5468,1.0445,5.8663,11.2054,0.110152
0.8015,4,4.5767,1.4275,0.547,1.2476,2.5035,5.7097,0.198451
0.814,4,5.1253,1.5741,0.5473,1.1826,2.805,6.0611,0.18598
0.9045,1,15.6342,17.2857,0.5477,0.6055,8.5623,9.4667,0.095541
0.8341,2,7.0552,4.2293,0.5478,0.7843,3.8651,5.5333,0.165905
0.8824,7,9.3973,1.5213,0.5488,1.2061,5.1573,11.3343,0.11757
0.8057,3,5.0894,2.1056,0.5488,1.0237,2.7929,5.2099,0.194325
0.6825,8,1.135,0.2079,0.5488,5.3593,0.6229,6.0828,0.317503
0.815,7,4.3343,0.7598,0.55,1.8662,2.3838,8.0885,0.185042
0.7508,5,2.7004,0.7194,0.5505,1.9407,1.4866,5.2406,0.249214
0.8926,8,10.4402,1.462,0.5511,1.2351,5.7534,12.8946,0.107355
0.8804,4,10.1388,2.8791,0.5511,0.8985,5.5877,9.1093,0.119618
0.8474,7,6.114,1.0308,0.5525,1.5227,3.378,9.3096,0.152629
0.8117,3,5.3242,2.1864,0.553,1.0104,2.9444,5.3796,0.188269
0.897,2,13.4385,7.4912,0.5533,0.6868,7.4352,9.2291,0.103043
0.8901,5,10.9756,2.4663,0.5536,0.959,6.0758,10.5261,0.109945
0.7949,5,3.9726,0.9995,0.5542,1.5546,2.2014,6.1759,0.205101
0.8706,1,10.5558,12.1251,0.5548,0.6372,5.856,6.7266,0.129424
0.7143,2,2.7664,1.9366,0.5548,1.0711,1.5347,2.9632,0.28575
0.8233,3,5.8831,2.3818,0.5552,0.9751,3.2664,5.7364,0.176664
0.787,1,5.2309,6.6465,0.5559,0.7064,2.9081,3.6951,0.212987
0.8026,2,5.3179,3.3128,0.556,0.8579,2.957,4.5622,0.197366
0.9123,9,13.5546,1.6509,0.5579,1.1636,7.5621,15.7727,0.087712
0.9026,7,12.2134,1.933,0.558,1.0753,6.8146,13.1329,0.097397
0.9206,7,16.2011,2.5139,0.5588,0.9565,9.0524,15.4969,0.079359
0.9114,5,14.6505,3.2148,0.559,0.8701,8.1895,12.7467,0.08856
0.8907,3,11.7941,4.4139,0.559,0.7855,6.5928,9.2648,0.109324
0.9014,4,13.0551,3.6208,0.5594,0.8356,7.3029,10.9084,0.098611
0.9215,10,15.499,1.6819,0.5605,1.155,8.6866,17.9019,0.078468
0.8432,3,7.0184,2.7746,0.5607,0.9212,3.9356,6.4651,0.156835
0.8721,6,8.3473,1.5953,0.561,1.1878,4.6829,9.9152,0.127944
0.9004,1,14.4946,16.098,0.5616,0.6237,8.1397,9.0401,0.099601
0.9023,8,11.7813,1.6321,0.5619,1.1746,6.6202,13.8388,0.09767
0.8103,4,4.8211,1.4874,0.5624,1.2347,2.7113,5.9527,0.189666
0.8916,1,13.0325,14.6168,0.5628,0.6312,7.3346,8.2263,0.108386
0.5282,1,1.0509,1.9895,0.5628,1.0654,0.5914,1.1196,0.47178
0.8603,6,7.2338,1.4015,0.5632,1.2768,4.0744,9.2359,0.139745
0.9027,4,13.198,3.6551,0.5635,0.8371,7.4366,11.0475,0.097288
0.8701,6,8.1113,1.5538,0.5636,1.2072,4.5715,9.7918,0.129943
0.6881,6,1.4039,0.3401,0.5637,3.5043,0.7914,4.9197,0.311939
0.8159,9,3.8723,0.5273,0.5647,2.461,2.1866,9.5297,0.184101
0.7531,5,2.6863,0.7134,0.5648,1.9666,1.5172,5.2829,0.246859
0.9148,10,13.6676,1.494,0.5658,1.2351,7.733,16.8813,0.085175
0.7324,8,1.7608,0.3005,0.566,3.8934,0.9967,6.8556,0.267635
0.8964,7,11.006,1.754,0.5662,1.1363,6.2317,12.5065,0.103606
0.9208,4,17.1736,4.6627,0.5663,0.7808,9.7255,13.4087,0.079206
0.7821,1,4.9566,6.3374,0.5664,0.7242,2.8074,3.5895,0.217887
0.8698,1,10.2467,11.781,0.5669,0.6518,5.8086,6.6784,0.130236
0.8914,9,9.704,1.2096,0.5671,1.3938,5.5033,13.5255,0.108643
0.7769,7,2.8789,0.5293,0.5674,2.4566,1.6336,7.0722,0.223054
0.9319,6,19.8729,3.5542,0.5676,0.8489,11.2789,16.8704,0.068097
0.745,2,3.3588,2.2543,0.5677,1.0113,1.9066,3.3966,0.255013
0.9099,4,14.4789,3.978,0.569,0.8204,8.2392,11.8789,0.090056
0.9191,5,16.2168,3.5288,0.5692,0.8525,9.2301,13.8256,0.08089
0.8742,5,8.7561,2.0033,0.5696,1.0688,4.9873,9.3581,0.125836
0.9022,10,11.0609,1.226,0.5703,1.3859,6.308,15.3298,0.097818
0.7306,9,1.5967,0.2428,0.5709,4.6889,0.9116,7.4867,0.269434
0.8731,5,8.6178,1.9741,0.5715,1.078,4.9247,9.2902,0.1269
0.9078,10,12.0527,1.3277,0.5716,1.3248,6.8893,15.9672,0.092207
0.8649,1,9.6746,11.1854,0.5725,0.6619,5.5388,6.4037,0.135067
0.8437,7,5.6657,0.9593,0.5725,1.6149,3.2436,9.1498,0.156252
0.933,7,19.747,3.0236,0.5728,0.9035,11.3108,17.8418,0.066995
0.8489,7,5.9877,1.0076,0.5742,1.5667,3.4382,9.3807,0.151065
0.7758,1,4.674,6.025,0.5742,0.7402,2.6839,3.4597,0.22423
0.6183,3,1.1704,0.631,0.5744,2.1591,0.6723,2.527,0.381749
0.9328,7,19.6199,3.0047,0.5745,0.9073,11.2711,17.8009,0.067178
0.8368,8,5.0042,0.7476,0.5747,1.9124,2.8758,9.5699,0.163247
0.9207,7,15.7711,2.447,0.5748,0.9835,9.0659,15.511,0.079272
0.8708,8,7.479,1.0736,0.5753,1.5068,4.3029,11.2692,0.129213
0.9214,9,15.3166,1.8471,0.5757,1.117,8.817,17.1093,0.078634
0.758,6,2.5451,0.5596,0.5757,2.3626,1.4651,6.013,0.242017
0.7384,7,1.974,0.3819,0.5757,3.1942,1.1365,6.3053,0.261592
0.7815,5,3.3817,0.8655,0.576,1.7314,1.9478,5.8552,0.218524
0.8772,4,9.3395,2.6617,0.5762,0.9519,5.3813,8.8901,0.122796
0.8714,7,7.7811,1.2756,0.5765,1.3605,4.4859,10.586,0.128559
0.7328,7,1.8709,0.3647,0.5768,3.3186,1.0792,6.2087,0.267205
0.8388,9,4.8991,0.649,0.5769,2.1178,2.8261,10.3753,0.161207
0.8825,8,8.6815,1.2296,0.5772,1.3904,5.0106,12.071,0.117458
0.9134,2,16.0273,8.773,0.5775,0.6914,9.255,11.0819,0.086559
0.8021,2,5.0998,3.1789,0.5775,0.8921,2.945,4.5493,0.197863
0.8617,5,7.4727,1.7344,0.5777,1.1543,4.3171,8.6256,0.13831
0.8338,10,4.4304,0.5314,0.5788,2.4607,2.5643,10.902,0.16623
0.8062,2,5.2618,3.2631,0.5788,0.8852,3.0454,4.6579,0.193754
0.9133,2,15.9434,8.7286,0.5792,0.6938,9.2345,11.0611,0.086714
0.9085,6,13.1761,2.4172,0.5793,0.993,7.6325,13.0836,0.091496
0.9287,4,19.1409,5.1528,0.5796,0.7736,11.0934,14.8081,0.071334
0.8595,7,6.6941,1.1127,0.5799,1.4786,3.882,9.8982,0.140549
0.9124,1,16.3717,17.944,0.5803,0.636,9.4999,10.4123,0.087625
0.6701,6,1.1652,0.2898,0.5819,4.0326,0.678,4.6988,0.329865
0.9142,7,13.99,2.1861,0.582,1.0394,8.142,14.5414,0.085793
0.8878,6,9.8032,1.8404,0.5822,1.1256,5.7077,11.0344,0.112228
0.8831,8,8.6665,1.2266,0.5829,1.3981,5.0514,12.1166,0.116851
0.7758,1,4.6067,5.9378,0.5829,0.7513,2.6851,3.4609,0.22417
0.5552,1,1.1879,2.1397,0.5833,1.0507,0.6929,1.2481,0.444825
0.921,1,18.4079,19.9867,0.5834,0.6334,10.7388,11.6598,0.07899
0.8405,5,5.8871,1.4008,0.5836,1.2975,3.436,7.6387,0.159452
0.7436,5,2.3945,0.644,0.5837,2.1364,1.3977,5.1157,0.256394
0.9149,9,13.533,1.6434,0.5838,1.1923,7.9006,16.1351,0.085054
0.8721,4,8.6763,2.4873,0.5843,0.9864,5.0696,8.5579,0.127942
0.6792,3,1.7864,0.8767,0.5843,1.7249,1.0438,3.0814,0.32079
0.8965,4,11.7048,3.2639,0.5845,0.8909,6.8418,10.4279,0.103472
0.8144,6,4.2723,0.8744,0.5847,1.7284,2.4981,7.3842,0.185646
0.7926,4,3.953,1.2469,0.5847,1.3867,2.3114,5.4817,0.207425
0.8598,8,6.4224,0.9337,0.585,1.656,3.7574,10.6357,0.140207
0.7106,8,1.3863,0.2439,0.585,4.6857,0.811,6.4958,0.289397
0.7699,8,2.448,0.3974,0.5856,3.1018,1.4337,7.5932,0.230057
0.886,9,8.7168,1.0931,0.5857,1.5005,5.1056,13.0797,0.113994
0.8282,1,6.8155,8.2289,0.586,0.7075,3.9939,4.8221,0.171759
0.9314,7,18.7013,2.8685,0.5862,0.9349,10.9636,17.4832,0.068633
0.8679,7,7.3207,1.205,0.5864,1.4163,4.2931,10.3681,0.132139
0.8797,4,9.4429,2.6836,0.5868,0.9595,5.5415,9.0602,0.120316
0.8781,2,10.172,5.7918,0.5868,0.7595,5.9691,7.7254,0.121858
0.9311,8,18.2477,2.4498,0.5873,0.9955,10.7172,18.1658,0.06892
0.9042,7,11.8877,1.8781,0.5873,1.1198,6.9822,13.3119,0.095754
0.9063,2,14.2732,7.8747,0.5874,0.7143,8.3834,10.196,0.09373
0.8571,5,6.982,1.6292,0.5876,1.2014,4.1026,8.3882,0.142884
0.7071,2,2.4822,1.7552,0.5884,1.1582,1.4606,2.8748,0.292916
0.7661,3,3.4193,1.4877,0.5887,1.2609,2.0129,4.3113,0.233861
0.8696,1,9.8458,11.3227,0.5888,0.6771,5.7969,6.6665,0.130438
0.8551,9,5.8237,0.7567,0.5888,1.9104,3.429,11.1253,0.14485
0.8394,3,6.4429,2.5587,0.5888,0.9796,3.7935,6.3115,0.160641
0.7853,6,3.2006,0.6793,0.5889,2.061,1.8849,6.5965,0.214734
0.6831,3,1.8213,0.8887,0.5897,1.715,1.0741,3.1235,0.316864
0.9144,2,15.8944,8.6913,0.5902,0.7052,9.3807,11.2095,0.085615
0.8232,3,5.5254,2.2375,0.5902,1.0372,3.2612,5.7307,0.176839
0.8909,7,9.7812,1.5684,0.5903,1.2278,5.7736,12.0098,0.109108
0.6947,2,2.2722,1.6354,0.5905,1.202,1.3418,2.7311,0.305328
0.8553,3,7.5191,2.9302,0.591,0.9323,4.4438,7.0098,0.144651
0.919,8,14.5958,1.9853,0.5912,1.0949,8.6286,15.9807,0.080991
0.897,6,10.9263,2.0302,0.5913,1.0839,6.4608,11.8425,0.10304
0.8048,6,3.8389,0.795,0.592,1.8499,2.2728,7.1015,0.195219
0.8949,2,12.2274,6.8317,0.5929,0.7393,7.2494,9.0392,0.105094
0.9019,5,12.0123,2.6639,0.5931,0.9685,7.1244,11.6337,0.098141
0.6865,8,1.0906,0.1986,0.5931,5.6291,0.6468,6.1391,0.313473
0.9178,9,13.9676,1.691,0.5934,1.1848,8.2881,16.5482,0.082211
0.8391,5,5.7034,1.3594,0.5934,1.3291,3.3846,7.5801,0.160903
0.7396,10,1.5719,0.2125,0.5935,5.2986,0.933,8.3289,0.260408
0.8301,8,4.4985,0.6774,0.5939,2.0701,2.6716,9.3125,0.169886
0.927,8,16.6926,2.251,0.5945,1.0388,9.9246,17.3403,0.073037
0.8957,5,11.0019,2.4567,0.5948,1.0019,6.5439,11.0223,0.104328
0.7878,3,4.0365,1.7078,0.5949,1.1805,2.4013,4.7649,0.21215
0.74,10,1.574,0.2127,0.5949,5.296,0.9364,8.3359,0.260047
0.8708,1,9.8471,11.3075,0.5963,0.6847,5.8719,6.7428,0.129153
0.8424,9,4.9416,0.6518,0.5964,2.1307,2.9474,10.5291,0.157584
0.9003,2,12.984,7.2112,0.597,0.7357,7.7515,9.552,0.099735
0.8734,6,7.9643,1.5199,0.5973,1.2553,4.7574,9.9975,0.126645
0.9329,8,18.5967,2.4917,0.5974,0.9987,11.1091,18.5727,0.067055
0.9262,4,17.8077,4.8065,0.5974,0.8055,10.6383,14.3432,0.07377
0.9064,5,12.712,2.8049,0.598,0.9546,7.6024,12.1345,0.093588
0.8792,4,9.2128,2.6196,0.5983,0.98,5.5116,9.0286,0.12077
0.8373,10,4.4633,0.533,0.599,2.475,2.6735,11.0468,0.162664
0.7656,3,3.3453,1.4565,0.599,1.2856,2.0039,4.3006,0.234421
0.6612,3,1.5286,0.7707,0.5991,1.8967,0.9158,2.8993,0.338831
0.9228,3,17.2223,6.2208,0.5995,0.7603,10.325,13.0934,0.077172
0.9136,1,16.1112,17.6349,0.5996,0.6563,9.6601,10.5737,0.086403
0.9055,6,12.1748,2.2409,0.5996,1.0458,7.2997,12.7327,0.094493
0.9018,7,11.2342,1.7796,0.5998,1.1617,6.7378,13.0506,0.098171
0.8913,2,11.5702,6.4906,0.5998,0.7539,6.9403,8.7229,0.108695
0.6927,9,1.0491,0.1683,0.6003,6.5425,0.6298,6.8638,0.307334
0.8384,3,6.2589,2.4885,0.6004,1.0022,3.7577,6.2728,0.161631
0.8688,3,8.5255,3.2709,0.6008,0.9065,5.122,7.7285,0.131171
0.7901,1,4.9472,6.2617,0.601,0.7607,2.9734,3.7635,0.20993
0.8739,7,7.6876,1.2567,0.6016,1.3974,4.6251,10.7424,0.126101
0.8021,4,4.18,1.3029,0.6017,1.3693,2.5152,5.7235,0.197932
0.7142,6,1.6497,0.385,0.6018,3.1992,0.9927,5.2777,0.28584
0.7877,6,3.2056,0.6782,0.6019,2.0763,1.9294,6.6558,0.212265
0.9032,5,12.0352,2.6651,0.6029,0.9781,7.256,11.7718,0.096842
0.7768,7,2.7061,0.4976,0.603,2.6125,1.6319,7.0698,0.223164
0.853,6,6.2171,1.2148,0.6035,1.4267,3.7518,8.8697,0.147016
0.931,4,19.1484,5.1417,0.6041,0.7986,11.5671,15.2912,0.068966
0.782,4,3.4893,1.1155,0.6041,1.5006,2.1079,5.236,0.217993
0.8804,1,10.72,12.1764,0.6045,0.6866,6.4801,7.3605,0.11961
0.8019,3,4.4683,1.8573,0.6053,1.1437,2.7045,5.1103,0.198057
0.9075,9,11.5654,1.416,0.6059,1.3122,7.0079,15.1757,0.092464
0.8923,3,11.0625,4.1325,0.6082,0.8502,6.7284,9.4054,0.107681
0.8967,10,9.5383,1.0637,0.609,1.5492,5.8092,14.7767,0.103251
0.8567,9,5.7406,0.7445,0.609,1.9522,3.496,11.2067,0.143259
0.8724,5,8.0204,1.8387,0.6091,1.1529,4.8849,9.247,0.127586
0.7525,1,3.7556,4.991,0.6091,0.8095,2.2876,3.0401,0.247519
0.7999,5,3.7832,0.9459,0.6096,1.6668,2.3064,6.3059,0.200083
0.7705,9,2.2266,0.3211,0.6096,3.7239,1.3574,8.2917,0.229529
0.9165,2,15.8637,8.6543,0.61,0.7255,9.6762,11.5092,0.083477
0.9309,10,16.9677,1.8226,0.6101,1.1587,10.3512,19.6605,0.069062
0.7553,9,1.9086,0.2808,0.6105,4.1722,1.1652,7.963,0.24468
0.816,6,4.1556,0.8488,0.611,1.7891,2.5389,7.4348,0.184025
0.8608,6,6.7049,1.2982,0.6115,1.3817,4.0997,9.2645,0.139207
0.9053,10,10.8204,1.1953,0.6117,1.4483,6.6185,15.6712,0.094733
0.6663,6,1.0725,0.2683,0.6118,4.3395,0.6561,4.6541,0.333674
0.8326,10,4.1313,0.4962,0.612,2.6272,2.5283,10.8538,0.167447
0.9205,4,15.8097,4.2938,0.6122,0.8451,9.6792,13.3612,0.079504
0.8203,2,5.5952,3.4103,0.6124,0.9056,3.4264,5.067,0.179672
0.9193,9,13.8654,1.6759,0.6131,1.2098,8.5005,16.7739,0.080734
0.8018,8,3.222,0.5023,0.6132,2.604,1.9758,8.39,0.198229
0.7025,4,1.7945,0.6386,0.6132,2.179,1.1003,3.9103,0.297513
0.6729,2,1.8881,1.4031,0.6134,1.3261,1.1581,2.5038,0.327147
0.6276,3,1.1717,0.6224,0.6135,2.2202,0.7188,2.6014,0.37245
0.702,2,2.2993,1.6376,0.6136,1.2243,1.4109,2.815,0.297964
0.9174,1,16.5978,18.0912,0.6143,0.6696,10.1964,11.1139,0.08255
0.9353,9,18.6162,2.2116,0.6152,1.0674,11.4529,19.8703,0.064731
0.8212,1,6.1324,7.4673,0.6152,0.7491,3.7726,4.5939,0.178767
0.8983,4,11.3766,3.1662,0.6155,0.9313,7.002,10.5951,0.101728
0.7381,2,2.947,1.9963,0.6158,1.1167,1.8147,3.2909,0.261901
0.8659,4,7.6755,2.216,0.6164,1.0677,4.7311,8.1948,0.134072
0.7763,4,3.2565,1.0487,0.6164,1.57,2.0073,5.1126,0.223689
0.8195,1,6.021,7.347,0.618,0.7542,3.7212,4.5407,0.180481
0.8172,3,5.0023,2.0403,0.618,1.1081,3.0915,5.5432,0.18277
0.9385,10,19.502,2.078,0.6191,1.1003,12.0737,21.4587,0.061499
0.9237,7,15.4226,2.3851,0.6191,1.0384,9.5485,16.0147,0.076256
0.9262,10,15.2739,1.6491,0.6194,1.2258,9.4608,18.723,0.073781
0.7305,3,2.4638,1.1242,0.6198,1.5094,1.5271,3.7187,0.26945
0.8548,8,5.7015,0.8338,0.6206,1.8199,3.5381,10.3763,0.145236
0.8509,7,5.6641,0.9509,0.621,1.6726,3.5175,9.474,0.149061
0.7094,1,2.7875,3.9295,0.6212,0.8757,1.7316,2.441,0.290617
0.7545,7,2.1254,0.4024,0.6213,3.1063,1.3204,6.6022,0.245468
0.8116,2,5.1202,3.1546,0.6214,0.9384,3.1818,4.8049,0.188449
0.818,3,5.0065,2.0403,0.6215,1.1116,3.1115,5.5654,0.182048
0.7678,6,2.5772,0.5594,0.6219,2.4094,1.6026,6.2095,0.232184
0.752,4,2.6273,0.8735,0.623,1.7679,1.6369,4.6448,0.248027
0.8554,7,5.9388,0.9918,0.6233,1.6315,3.7016,9.6893,0.144623
0.8955,9,9.3617,1.1616,0.6236,1.4844,5.8376,13.8967,0.104544
0.9209,9,14.0225,1.6919,0.6237,1.2148,8.7463,17.0345,0.079094
